ano,mes,orgao,funcao,uf,valor_pago,licitacao,fav_tipo
2020,12,Ministério da Saúde,Saúde,PA,16474967.85,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,PA,9543155.4,SIM,PESSOA
2020,12,Ministério da Justiça,Segurança,PA,6106204.15,SIM,EMPRESA
2021,1,Ministério da Saúde,Saúde,SP,11858029.56,SIM,PESSOA
2021,1,Ministério da Educação,Educação,SP,7333393.62,NAO,EMPRESA
2021,1,Ministério da Justiça,Segurança,SP,5512936.06,SIM,EMPRESA
2021,1,Ministério da Saúde,Saúde,RJ,13256247.43,SIM,EMPRESA
2021,1,Ministério da Educação,Educação,RJ,8441946.67,SIM,PESSOA
2021,1,Ministério da Justiça,Segurança,RJ,6551427.37,SIM,EMPRESA
2021,1,Ministério da Saúde,Saúde,MG,13675609.04,NAO,EMPRESA
2021,1,Ministério da Educação,Educação,MG,7721101.85,SIM,PESSOA
2021,1,Ministério da Justiça,Segurança,MG,5770522.75,NAO,PESSOA
2021,1,Ministério da Saúde,Saúde,BA,12991605.17,SIM,PESSOA
2021,1,Ministério da Educação,Educação,BA,8111365.55,NAO,EMPRESA
2021,1,Ministério da Justiça,Segurança,BA,7212888.65,SIM,PESSOA
2021,1,Ministério da Saúde,Saúde,PR,16360270.4,SIM,EMPRESA
2021,1,Ministério da Educação,Educação,PR,8841689.17,SIM,PESSOA
2021,1,Ministério da Justiça,Segurança,PR,5293767.56,SIM,EMPRESA
2021,1,Ministério da Saúde,Saúde,RS,15364488.5,NAO,EMPRESA
2021,1,Ministério da Educação,Educação,RS,10395507.9,SIM,EMPRESA
2021,1,Ministério da Justiça,Segurança,RS,5963784.19,SIM,PESSOA
2021,1,Ministério da Saúde,Saúde,SC,14998098.96,NAO,PESSOA
2021,1,Ministério da Educação,Educação,SC,8800806.82,SIM,EMPRESA
2021,1,Ministério da Justiça,Segurança,SC,6364422.91,SIM,PESSOA
2021,1,Ministério da Saúde,Saúde,PE,17154834.97,SIM,EMPRESA
2021,1,Ministério da Educação,Educação,PE,8892149.96,NAO,PESSOA
2021,1,Ministério da Justiça,Segurança,PE,6840148.83,SIM,PESSOA
2021,1,Ministério da Saúde,Saúde,CE,17531465.27,NAO,PESSOA
2021,1,Ministério da Educação,Educação,CE,8810140.17,SIM,EMPRESA
2021,1,Ministério da Justiça,Segurança,CE,7172491.19,SIM,PESSOA
2021,1,Ministério da Saúde,Saúde,PA,14494913.45,NAO,EMPRESA
2021,1,Ministério da Educação,Educação,PA,9426709.18,SIM,PESSOA
2021,1,Ministério da Justiça,Segurança,PA,7434160.95,SIM,PESSOA
2021,2,Ministério da Saúde,Saúde,SP,10208912.16,SIM,EMPRESA
2021,2,Ministério da Educação,Educação,SP,5841359.96,NAO,EMPRESA
2021,2,Ministério da Justiça,Segurança,SP,4636627.67,SIM,PESSOA
2021,2,Ministério da Saúde,Saúde,RJ,12140632.54,SIM,PESSOA
2021,2,Ministério da Educação,Educação,RJ,7258835.93,NAO,EMPRESA
2021,2,Ministério da Justiça,Segurança,RJ,4874018.74,NAO,EMPRESA
2021,2,Ministério da Saúde,Saúde,MG,15891297.92,SIM,PESSOA
2021,2,Ministério da Educação,Educação,MG,9271688.03,SIM,PESSOA
2021,2,Ministério da Justiça,Segurança,MG,6222129.03,SIM,EMPRESA
2021,2,Ministério da Saúde,Saúde,BA,12142446.77,NAO,PESSOA
2021,2,Ministério da Educação,Educação,BA,6805651.78,SIM,PESSOA
2021,2,Ministério da Justiça,Segurança,BA,6685213.26,NAO,EMPRESA
2021,2,Ministério da Saúde,Saúde,PR,12814705.2,SIM,EMPRESA
2021,2,Ministério da Educação,Educação,PR,9904523.55,SIM,EMPRESA
2021,2,Ministério da Justiça,Segurança,PR,4864155.0,SIM,EMPRESA
2021,2,Ministério da Saúde,Saúde,RS,13865572.1,SIM,PESSOA
2021,2,Ministério da Educação,Educação,RS,8272820.72,NAO,PESSOA
2021,2,Ministério da Justiça,Segurança,RS,6681008.26,NAO,EMPRESA
2021,2,Ministério da Saúde,Saúde,SC,14044024.58,NAO,EMPRESA
2021,2,Ministério da Educação,Educação,SC,10509556.95,SIM,EMPRESA
2021,2,Ministério da Justiça,Segurança,SC,6753318.78,NAO,EMPRESA
2021,2,Ministério da Saúde,Saúde,PE,13843342.77,NAO,EMPRESA
2021,2,Ministério da Educação,Educação,PE,11608558.78,SIM,EMPRESA
2021,2,Ministério da Justiça,Segurança,PE,6539969.39,SIM,EMPRESA
2021,2,Ministério da Saúde,Saúde,CE,17004105.93,NAO,EMPRESA
2021,2,Ministério da Educação,Educação,CE,9022322.21,SIM,PESSOA
2021,2,Ministério da Justiça,Segurança,CE,7076364.8,SIM,EMPRESA
2021,2,Ministério da Saúde,Saúde,PA,15999597.82,SIM,EMPRESA
2021,2,Ministério da Educação,Educação,PA,10574812.99,SIM,PESSOA
2021,2,Ministério da Justiça,Segurança,PA,7368401.53,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,SP,11983178.03,SIM,EMPRESA
2021,3,Ministério da Educação,Educação,SP,7999682.7,NAO,PESSOA
2021,3,Ministério da Justiça,Segurança,SP,5248416.24,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,RJ,14142103.87,NAO,EMPRESA
2021,3,Ministério da Educação,Educação,RJ,6718508.48,NAO,EMPRESA
2021,3,Ministério da Justiça,Segurança,RJ,5146642.89,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,MG,13221458.15,SIM,PESSOA
2021,3,Ministério da Educação,Educação,MG,6956831.58,NAO,EMPRESA
2021,3,Ministério da Justiça,Segurança,MG,5916254.9,NAO,PESSOA
2021,3,Ministério da Saúde,Saúde,BA,10202718.84,NAO,EMPRESA
2021,3,Ministério da Educação,Educação,BA,8828433.81,NAO,EMPRESA
2021,3,Ministério da Justiça,Segurança,BA,5288920.69,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,PR,16710902.54,NAO,PESSOA
2021,3,Ministério da Educação,Educação,PR,8853639.81,SIM,EMPRESA
2021,3,Ministério da Justiça,Segurança,PR,6232417.53,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,RS,13386244.2,SIM,EMPRESA
2021,3,Ministério da Educação,Educação,RS,8988729.94,NAO,EMPRESA
2021,3,Ministério da Justiça,Segurança,RS,6749638.07,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,SC,14067491.51,SIM,EMPRESA
2021,3,Ministério da Educação,Educação,SC,10600454.13,SIM,PESSOA
2021,3,Ministério da Justiça,Segurança,SC,6215444.97,SIM,PESSOA
2021,3,Ministério da Saúde,Saúde,PE,15464199.43,SIM,PESSOA
2021,3,Ministério da Educação,Educação,PE,7061990.81,NAO,PESSOA
2021,3,Ministério da Justiça,Segurança,PE,5967787.44,SIM,EMPRESA
2021,3,Ministério da Saúde,Saúde,CE,19272930.72,SIM,PESSOA
2021,3,Ministério da Educação,Educação,CE,8971241.82,SIM,EMPRESA
2021,3,Ministério da Justiça,Segurança,CE,6583939.35,NAO,EMPRESA
2021,3,Ministério da Saúde,Saúde,PA,13251935.48,SIM,EMPRESA
2021,3,Ministério da Educação,Educação,PA,10423577.2,SIM,PESSOA
2021,3,Ministério da Justiça,Segurança,PA,8338749.26,SIM,PESSOA
2021,4,Ministério da Saúde,Saúde,SP,9255227.7,NAO,EMPRESA
2021,4,Ministério da Educação,Educação,SP,6714280.18,SIM,PESSOA
2021,4,Ministério da Justiça,Segurança,SP,4161981.53,SIM,PESSOA
2021,4,Ministério da Saúde,Saúde,RJ,13388105.44,NAO,PESSOA
2021,4,Ministério da Educação,Educação,RJ,8442781.05,SIM,PESSOA
2021,4,Ministério da Justiça,Segurança,RJ,4733350.66,SIM,EMPRESA
2021,4,Ministério da Saúde,Saúde,MG,11633563.97,SIM,PESSOA
2021,4,Ministério da Educação,Educação,MG,9829131.7,SIM,EMPRESA
2021,4,Ministério da Justiça,Segurança,MG,5911088.96,SIM,PESSOA
2021,4,Ministério da Saúde,Saúde,BA,12214350.1,SIM,EMPRESA
2021,4,Ministério da Educação,Educação,BA,9009954.0,SIM,PESSOA
2021,4,Ministério da Justiça,Segurança,BA,5384098.88,SIM,EMPRESA
2021,4,Ministério da Saúde,Saúde,PR,13794492.35,SIM,PESSOA
2021,4,Ministério da Educação,Educação,PR,8933605.01,SIM,PESSOA
2021,4,Ministério da Justiça,Segurança,PR,7362158.3,SIM,EMPRESA
2021,4,Ministério da Saúde,Saúde,RS,10780109.37,NAO,PESSOA
2021,4,Ministério da Educação,Educação,RS,8715308.23,SIM,EMPRESA
2021,4,Ministério da Justiça,Segurança,RS,7148459.59,SIM,EMPRESA
2021,4,Ministério da Saúde,Saúde,SC,15664154.79,SIM,PESSOA
2021,4,Ministério da Educação,Educação,SC,8433877.3,NAO,PESSOA
2021,4,Ministério da Justiça,Segurança,SC,6098914.99,SIM,EMPRESA
2021,4,Ministério da Saúde,Saúde,PE,12492421.32,SIM,EMPRESA
2021,4,Ministério da Educação,Educação,PE,10516045.41,SIM,PESSOA
2021,4,Ministério da Justiça,Segurança,PE,6175734.31,NAO,PESSOA
2021,4,Ministério da Saúde,Saúde,CE,17011036.46,SIM,PESSOA
2021,4,Ministério da Educação,Educação,CE,10161142.86,SIM,PESSOA
2021,4,Ministério da Justiça,Segurança,CE,6701157.91,SIM,EMPRESA
2021,4,Ministério da Saúde,Saúde,PA,14027384.87,SIM,PESSOA
2021,4,Ministério da Educação,Educação,PA,11986852.09,SIM,EMPRESA
2021,4,Ministério da Justiça,Segurança,PA,8345640.24,NAO,EMPRESA
2021,5,Ministério da Saúde,Saúde,SP,7687093.09,SIM,EMPRESA
2021,5,Ministério da Educação,Educação,SP,6788426.18,SIM,EMPRESA
2021,5,Ministério da Justiça,Segurança,SP,6098529.3,NAO,EMPRESA
2021,5,Ministério da Saúde,Saúde,RJ,12552570.11,NAO,EMPRESA
2021,5,Ministério da Educação,Educação,RJ,6663772.57,NAO,EMPRESA
2021,5,Ministério da Justiça,Segurança,RJ,6041740.12,SIM,PESSOA
2021,5,Ministério da Saúde,Saúde,MG,11539324.06,SIM,EMPRESA
2021,5,Ministério da Educação,Educação,MG,8465460.91,NAO,EMPRESA
2021,5,Ministério da Justiça,Segurança,MG,5897607.38,SIM,EMPRESA
2021,5,Ministério da Saúde,Saúde,BA,10797797.96,SIM,EMPRESA
2021,5,Ministério da Educação,Educação,BA,7115643.17,NAO,PESSOA
2021,5,Ministério da Justiça,Segurança,BA,6660370.39,NAO,PESSOA
2021,5,Ministério da Saúde,Saúde,PR,12969911.4,SIM,EMPRESA
2021,5,Ministério da Educação,Educação,PR,8497678.3,SIM,PESSOA
2021,5,Ministério da Justiça,Segurança,PR,6193536.51,SIM,EMPRESA
2021,5,Ministério da Saúde,Saúde,RS,10474556.27,NAO,EMPRESA
2021,5,Ministério da Educação,Educação,RS,7267247.71,NAO,PESSOA
2021,5,Ministério da Justiça,Segurança,RS,7011366.79,SIM,EMPRESA
2021,5,Ministério da Saúde,Saúde,SC,15933367.43,NAO,EMPRESA
2021,5,Ministério da Educação,Educação,SC,9996635.22,SIM,PESSOA
2021,5,Ministério da Justiça,Segurança,SC,6201456.88,SIM,EMPRESA
2021,5,Ministério da Saúde,Saúde,PE,16103900.12,SIM,EMPRESA
2021,5,Ministério da Educação,Educação,PE,9496510.89,SIM,EMPRESA
2021,5,Ministério da Justiça,Segurança,PE,5348377.49,SIM,PESSOA
2021,5,Ministério da Saúde,Saúde,CE,14317682.7,SIM,EMPRESA
2021,5,Ministério da Educação,Educação,CE,9584363.5,SIM,EMPRESA
2021,5,Ministério da Justiça,Segurança,CE,7307476.39,NAO,PESSOA
2021,5,Ministério da Saúde,Saúde,PA,17890607.31,SIM,PESSOA
2021,5,Ministério da Educação,Educação,PA,10247429.99,NAO,PESSOA
2021,5,Ministério da Justiça,Segurança,PA,6530427.8,NAO,PESSOA
2021,6,Ministério da Saúde,Saúde,SP,10404577.19,SIM,EMPRESA
2021,6,Ministério da Educação,Educação,SP,7876051.24,SIM,EMPRESA
2021,6,Ministério da Justiça,Segurança,SP,6051648.71,SIM,PESSOA
2021,6,Ministério da Saúde,Saúde,RJ,10628317.23,NAO,PESSOA
2021,6,Ministério da Educação,Educação,RJ,7399928.45,SIM,EMPRESA
2021,6,Ministério da Justiça,Segurança,RJ,4432894.26,SIM,PESSOA
2021,6,Ministério da Saúde,Saúde,MG,14069606.92,SIM,PESSOA
2021,6,Ministério da Educação,Educação,MG,8400632.52,SIM,EMPRESA
2021,6,Ministério da Justiça,Segurança,MG,5309142.85,NAO,EMPRESA
2021,6,Ministério da Saúde,Saúde,BA,12272879.97,SIM,PESSOA
2021,6,Ministério da Educação,Educação,BA,7367830.12,SIM,PESSOA
2021,6,Ministério da Justiça,Segurança,BA,5701926.0,SIM,EMPRESA
2021,6,Ministério da Saúde,Saúde,PR,12134350.46,SIM,PESSOA
2021,6,Ministério da Educação,Educação,PR,8200389.09,SIM,EMPRESA
2021,6,Ministério da Justiça,Segurança,PR,6437946.59,SIM,EMPRESA
2021,6,Ministério da Saúde,Saúde,RS,14746370.5,NAO,EMPRESA
2021,6,Ministério da Educação,Educação,RS,9803247.22,SIM,EMPRESA
2021,6,Ministério da Justiça,Segurança,RS,7036963.22,NAO,PESSOA
2021,6,Ministério da Saúde,Saúde,SC,13369560.83,SIM,EMPRESA
2021,6,Ministério da Educação,Educação,SC,9480204.07,SIM,PESSOA
2021,6,Ministério da Justiça,Segurança,SC,6380184.47,SIM,PESSOA
2021,6,Ministério da Saúde,Saúde,PE,13627216.81,SIM,EMPRESA
2021,6,Ministério da Educação,Educação,PE,10545036.29,SIM,PESSOA
2021,6,Ministério da Justiça,Segurança,PE,6837612.71,SIM,PESSOA
2021,6,Ministério da Saúde,Saúde,CE,15256878.59,SIM,PESSOA
2021,6,Ministério da Educação,Educação,CE,10266744.52,SIM,PESSOA
2021,6,Ministério da Justiça,Segurança,CE,6453269.1,NAO,PESSOA
2021,6,Ministério da Saúde,Saúde,PA,16714739.98,SIM,PESSOA
2021,6,Ministério da Educação,Educação,PA,10165368.1,SIM,PESSOA
2021,6,Ministério da Justiça,Segurança,PA,6055154.92,SIM,EMPRESA
2021,7,Ministério da Saúde,Saúde,SP,11832918.64,SIM,EMPRESA
2021,7,Ministério da Educação,Educação,SP,5899388.43,SIM,EMPRESA
2021,7,Ministério da Justiça,Segurança,SP,5326010.22,SIM,EMPRESA
2021,7,Ministério da Saúde,Saúde,RJ,14386498.25,SIM,EMPRESA
2021,7,Ministério da Educação,Educação,RJ,9919387.85,NAO,EMPRESA
2021,7,Ministério da Justiça,Segurança,RJ,5425439.81,SIM,PESSOA
2021,7,Ministério da Saúde,Saúde,MG,11887031.37,SIM,EMPRESA
2021,7,Ministério da Educação,Educação,MG,7020750.59,NAO,EMPRESA
2021,7,Ministério da Justiça,Segurança,MG,4787805.05,NAO,EMPRESA
2021,7,Ministério da Saúde,Saúde,BA,13187257.67,NAO,EMPRESA
2021,7,Ministério da Educação,Educação,BA,7124481.32,NAO,PESSOA
2021,7,Ministério da Justiça,Segurança,BA,4680065.85,SIM,EMPRESA
2021,7,Ministério da Saúde,Saúde,PR,13796926.9,NAO,PESSOA
2021,7,Ministério da Educação,Educação,PR,8472387.75,SIM,PESSOA
2021,7,Ministério da Justiça,Segurança,PR,5832662.52,SIM,PESSOA
2021,7,Ministério da Saúde,Saúde,RS,17577443.01,SIM,EMPRESA
2021,7,Ministério da Educação,Educação,RS,8435971.14,SIM,PESSOA
2021,7,Ministério da Justiça,Segurança,RS,6759142.67,NAO,EMPRESA
2021,7,Ministério da Saúde,Saúde,SC,14333371.57,SIM,PESSOA
2021,7,Ministério da Educação,Educação,SC,9215766.75,SIM,PESSOA
2021,7,Ministério da Justiça,Segurança,SC,5170133.77,NAO,PESSOA
2021,7,Ministério da Saúde,Saúde,PE,11832509.26,SIM,PESSOA
2021,7,Ministério da Educação,Educação,PE,8146950.83,NAO,PESSOA
2021,7,Ministério da Justiça,Segurança,PE,6166208.75,SIM,PESSOA
2021,7,Ministério da Saúde,Saúde,CE,16123590.78,SIM,PESSOA
2021,7,Ministério da Educação,Educação,CE,8812896.45,SIM,PESSOA
2021,7,Ministério da Justiça,Segurança,CE,7744170.18,NAO,EMPRESA
2021,7,Ministério da Saúde,Saúde,PA,14491005.52,SIM,EMPRESA
2021,7,Ministério da Educação,Educação,PA,10089883.18,SIM,PESSOA
2021,7,Ministério da Justiça,Segurança,PA,6771936.47,NAO,PESSOA
2021,8,Ministério da Saúde,Saúde,SP,9744909.87,NAO,PESSOA
2021,8,Ministério da Educação,Educação,SP,3432439.88,SIM,EMPRESA
2021,8,Ministério da Justiça,Segurança,SP,4846974.66,SIM,PESSOA
2021,8,Ministério da Saúde,Saúde,RJ,16406439.62,NAO,EMPRESA
2021,8,Ministério da Educação,Educação,RJ,4369613.86,SIM,PESSOA
2021,8,Ministério da Justiça,Segurança,RJ,5582916.72,SIM,PESSOA
2021,8,Ministério da Saúde,Saúde,MG,12065540.46,NAO,PESSOA
2021,8,Ministério da Educação,Educação,MG,5584618.31,SIM,PESSOA
2021,8,Ministério da Justiça,Segurança,MG,5710376.14,SIM,PESSOA
2021,8,Ministério da Saúde,Saúde,BA,13710978.72,SIM,PESSOA
2021,8,Ministério da Educação,Educação,BA,8457357.46,SIM,PESSOA
2021,8,Ministério da Justiça,Segurança,BA,4253967.86,SIM,EMPRESA
2021,8,Ministério da Saúde,Saúde,PR,11531891.01,SIM,EMPRESA
2021,8,Ministério da Educação,Educação,PR,7686682.91,SIM,PESSOA
2021,8,Ministério da Justiça,Segurança,PR,5338824.27,NAO,EMPRESA
2021,8,Ministério da Saúde,Saúde,RS,13047390.13,SIM,EMPRESA
2021,8,Ministério da Educação,Educação,RS,9746524.88,SIM,PESSOA
2021,8,Ministério da Justiça,Segurança,RS,6777721.94,SIM,EMPRESA
2021,8,Ministério da Saúde,Saúde,SC,16372303.71,NAO,EMPRESA
2021,8,Ministério da Educação,Educação,SC,10310029.48,NAO,PESSOA
2021,8,Ministério da Justiça,Segurança,SC,6798884.73,NAO,EMPRESA
2021,8,Ministério da Saúde,Saúde,PE,15551381.56,NAO,PESSOA
2021,8,Ministério da Educação,Educação,PE,10060535.25,SIM,PESSOA
2021,8,Ministério da Justiça,Segurança,PE,6967514.08,SIM,EMPRESA
2021,8,Ministério da Saúde,Saúde,CE,14372427.85,NAO,PESSOA
2021,8,Ministério da Educação,Educação,CE,10591359.73,NAO,PESSOA
2021,8,Ministério da Justiça,Segurança,CE,7703237.9,SIM,PESSOA
2021,8,Ministério da Saúde,Saúde,PA,13874159.01,SIM,PESSOA
2021,8,Ministério da Educação,Educação,PA,9416173.02,NAO,PESSOA
2021,8,Ministério da Justiça,Segurança,PA,7314338.61,SIM,PESSOA
2021,9,Ministério da Saúde,Saúde,SP,12704275.6,SIM,PESSOA
2021,9,Ministério da Educação,Educação,SP,6268770.38,SIM,EMPRESA
2021,9,Ministério da Justiça,Segurança,SP,4856243.41,SIM,EMPRESA
2021,9,Ministério da Saúde,Saúde,RJ,12371157.2,SIM,EMPRESA
2021,9,Ministério da Educação,Educação,RJ,7094516.79,NAO,EMPRESA
2021,9,Ministério da Justiça,Segurança,RJ,5720254.12,SIM,EMPRESA
2021,9,Ministério da Saúde,Saúde,MG,11444966.85,SIM,PESSOA
2021,9,Ministério da Educação,Educação,MG,5455421.75,SIM,PESSOA
2021,9,Ministério da Justiça,Segurança,MG,5344917.62,SIM,PESSOA
2021,9,Ministério da Saúde,Saúde,BA,13673520.13,SIM,EMPRESA
2021,9,Ministério da Educação,Educação,BA,8730857.21,NAO,PESSOA
2021,9,Ministério da Justiça,Segurança,BA,5999893.97,NAO,EMPRESA
2021,9,Ministério da Saúde,Saúde,PR,13090455.51,SIM,EMPRESA
2021,9,Ministério da Educação,Educação,PR,10489423.86,SIM,EMPRESA
2021,9,Ministério da Justiça,Segurança,PR,6870216.04,SIM,PESSOA
2021,9,Ministério da Saúde,Saúde,RS,15633283.4,SIM,PESSOA
2021,9,Ministério da Educação,Educação,RS,9448298.49,SIM,EMPRESA
2021,9,Ministério da Justiça,Segurança,RS,6218838.29,NAO,EMPRESA
2021,9,Ministério da Saúde,Saúde,SC,14426620.14,NAO,PESSOA
2021,9,Ministério da Educação,Educação,SC,9663848.06,SIM,PESSOA
2021,9,Ministério da Justiça,Segurança,SC,7226722.4,SIM,PESSOA
2021,9,Ministério da Saúde,Saúde,PE,12123912.7,SIM,PESSOA
2021,9,Ministério da Educação,Educação,PE,7902360.11,SIM,PESSOA
2021,9,Ministério da Justiça,Segurança,PE,6088166.74,SIM,PESSOA
2021,9,Ministério da Saúde,Saúde,CE,16327997.08,NAO,PESSOA
2021,9,Ministério da Educação,Educação,CE,9759888.64,NAO,PESSOA
2021,9,Ministério da Justiça,Segurança,CE,7212309.02,SIM,EMPRESA
2021,9,Ministério da Saúde,Saúde,PA,14355345.68,NAO,EMPRESA
2021,9,Ministério da Educação,Educação,PA,10661240.86,SIM,EMPRESA
2021,9,Ministério da Justiça,Segurança,PA,7683575.82,SIM,PESSOA
2021,10,Ministério da Saúde,Saúde,SP,10044214.22,NAO,PESSOA
2021,10,Ministério da Educação,Educação,SP,7015656.3,SIM,EMPRESA
2021,10,Ministério da Justiça,Segurança,SP,4850162.36,SIM,EMPRESA
2021,10,Ministério da Saúde,Saúde,RJ,15022838.01,SIM,EMPRESA
2021,10,Ministério da Educação,Educação,RJ,9039108.43,NAO,EMPRESA
2021,10,Ministério da Justiça,Segurança,RJ,5635711.64,NAO,EMPRESA
2021,10,Ministério da Saúde,Saúde,MG,12016927.44,SIM,PESSOA
2021,10,Ministério da Educação,Educação,MG,6095604.67,NAO,PESSOA
2021,10,Ministério da Justiça,Segurança,MG,6401315.98,SIM,EMPRESA
2021,10,Ministério da Saúde,Saúde,BA,11474684.29,NAO,PESSOA
2021,10,Ministério da Educação,Educação,BA,8098663.98,SIM,PESSOA
2021,10,Ministério da Justiça,Segurança,BA,6919157.93,SIM,PESSOA
2021,10,Ministério da Saúde,Saúde,PR,16671237.18,NAO,EMPRESA
2021,10,Ministério da Educação,Educação,PR,8969228.68,SIM,EMPRESA
2021,10,Ministério da Justiça,Segurança,PR,6662685.47,NAO,PESSOA
2021,10,Ministério da Saúde,Saúde,RS,15300697.51,SIM,EMPRESA
2021,10,Ministério da Educação,Educação,RS,8053552.02,NAO,PESSOA
2021,10,Ministério da Justiça,Segurança,RS,6041401.91,SIM,EMPRESA
2021,10,Ministério da Saúde,Saúde,SC,14388436.57,NAO,EMPRESA
2021,10,Ministério da Educação,Educação,SC,9020636.75,NAO,PESSOA
2021,10,Ministério da Justiça,Segurança,SC,6325249.84,SIM,PESSOA
2021,10,Ministério da Saúde,Saúde,PE,15305731.7,SIM,PESSOA
2021,10,Ministério da Educação,Educação,PE,7899207.46,SIM,EMPRESA
2021,10,Ministério da Justiça,Segurança,PE,7441388.75,NAO,EMPRESA
2021,10,Ministério da Saúde,Saúde,CE,15238386.97,NAO,EMPRESA
2021,10,Ministério da Educação,Educação,CE,12235597.93,SIM,EMPRESA
2021,10,Ministério da Justiça,Segurança,CE,7787587.41,SIM,EMPRESA
2021,10,Ministério da Saúde,Saúde,PA,17024339.65,NAO,EMPRESA
2021,10,Ministério da Educação,Educação,PA,9171203.0,SIM,EMPRESA
2021,10,Ministério da Justiça,Segurança,PA,6395957.67,NAO,PESSOA
2021,11,Ministério da Saúde,Saúde,SP,11121457.51,SIM,EMPRESA
2021,11,Ministério da Educação,Educação,SP,7668018.16,SIM,PESSOA
2021,11,Ministério da Justiça,Segurança,SP,5360106.9,SIM,EMPRESA
2021,11,Ministério da Saúde,Saúde,RJ,8851885.9,SIM,EMPRESA
2021,11,Ministério da Educação,Educação,RJ,8597750.43,NAO,PESSOA
2021,11,Ministério da Justiça,Segurança,RJ,4261493.4,SIM,PESSOA
2021,11,Ministério da Saúde,Saúde,MG,10988079.18,NAO,PESSOA
2021,11,Ministério da Educação,Educação,MG,8814047.72,NAO,EMPRESA
2021,11,Ministério da Justiça,Segurança,MG,5303199.06,NAO,EMPRESA
2021,11,Ministério da Saúde,Saúde,BA,10078485.75,SIM,PESSOA
2021,11,Ministério da Educação,Educação,BA,8098947.68,NAO,EMPRESA
2021,11,Ministério da Justiça,Segurança,BA,5220994.78,SIM,PESSOA
2021,11,Ministério da Saúde,Saúde,PR,10738389.34,SIM,PESSOA
2021,11,Ministério da Educação,Educação,PR,9026264.06,NAO,PESSOA
2021,11,Ministério da Justiça,Segurança,PR,5302992.69,SIM,EMPRESA
2021,11,Ministério da Saúde,Saúde,RS,11530409.66,NAO,PESSOA
2021,11,Ministério da Educação,Educação,RS,10114771.33,SIM,EMPRESA
2021,11,Ministério da Justiça,Segurança,RS,6906626.92,SIM,PESSOA
2021,11,Ministério da Saúde,Saúde,SC,12854645.5,SIM,EMPRESA
2021,11,Ministério da Educação,Educação,SC,8925099.2,SIM,EMPRESA
2021,11,Ministério da Justiça,Segurança,SC,5135402.0,SIM,EMPRESA
2021,11,Ministério da Saúde,Saúde,PE,15368183.09,SIM,EMPRESA
2021,11,Ministério da Educação,Educação,PE,8786711.87,SIM,EMPRESA
2021,11,Ministério da Justiça,Segurança,PE,6472591.54,NAO,PESSOA
2021,11,Ministério da Saúde,Saúde,CE,16868334.25,SIM,EMPRESA
2021,11,Ministério da Educação,Educação,CE,10028925.03,SIM,EMPRESA
2021,11,Ministério da Justiça,Segurança,CE,7025602.16,SIM,EMPRESA
2021,11,Ministério da Saúde,Saúde,PA,14988080.27,NAO,PESSOA
2021,11,Ministério da Educação,Educação,PA,8844298.09,SIM,PESSOA
2021,11,Ministério da Justiça,Segurança,PA,7362907.29,SIM,PESSOA
2021,12,Ministério da Saúde,Saúde,SP,13595685.06,SIM,EMPRESA
2021,12,Ministério da Educação,Educação,SP,8182563.64,NAO,PESSOA
2021,12,Ministério da Justiça,Segurança,SP,5031448.13,SIM,EMPRESA
2021,12,Ministério da Saúde,Saúde,RJ,8289827.43,SIM,EMPRESA
2021,12,Ministério da Educação,Educação,RJ,7632748.67,NAO,PESSOA
2021,12,Ministério da Justiça,Segurança,RJ,4506253.37,SIM,PESSOA
2021,12,Ministério da Saúde,Saúde,MG,11253025.48,SIM,EMPRESA
2021,12,Ministério da Educação,Educação,MG,7905693.76,SIM,EMPRESA
2021,12,Ministério da Justiça,Segurança,MG,5807250.9,NAO,PESSOA
2021,12,Ministério da Saúde,Saúde,BA,10521056.11,NAO,PESSOA
2021,12,Ministério da Educação,Educação,BA,7602663.85,SIM,EMPRESA
2021,12,Ministério da Justiça,Segurança,BA,5690715.7,SIM,PESSOA
2021,12,Ministério da Saúde,Saúde,PR,16830644.12,NAO,EMPRESA
2021,12,Ministério da Educação,Educação,PR,7995936.44,SIM,EMPRESA
2021,12,Ministério da Justiça,Segurança,PR,6542817.28,SIM,PESSOA
2021,12,Ministério da Saúde,Saúde,RS,15268465.29,SIM,EMPRESA
2021,12,Ministério da Educação,Educação,RS,9579044.22,SIM,PESSOA
2021,12,Ministério da Justiça,Segurança,RS,7059037.09,SIM,EMPRESA
2021,12,Ministério da Saúde,Saúde,SC,13548216.71,SIM,PESSOA
2021,12,Ministério da Educação,Educação,SC,10516132.23,SIM,EMPRESA
2021,12,Ministério da Justiça,Segurança,SC,6834086.93,SIM,EMPRESA
2021,12,Ministério da Saúde,Saúde,PE,15274570.78,SIM,PESSOA
2021,12,Ministério da Educação,Educação,PE,9005977.44,SIM,EMPRESA
2021,12,Ministério da Justiça,Segurança,PE,6428140.1,SIM,EMPRESA
2021,12,Ministério da Saúde,Saúde,CE,16121198.79,NAO,EMPRESA
